"Date";"Time";"Action";"ID";"Name";"Temp";"PAR";"F(I)/Fo calc";"F(I)";"Fo,Fo'";"Fm,Fm'";"FMTm";"F";"Y(II)";"Y(4S)";"k/ocs";"ETR(II)";"Y(NO)";"Y(NPQ)";"NPQ";"qN";"qP";"qL";"F/Fm";"Fm'/Fm";"P700ox";"P700m,P700m'";"Y(I)";"Y(ND)";"Y(NA)";"ETR(I)";
22.11.23;10:39:54;New Report;NR;MR1;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.11.23;10:44:54;P700-Cal.;SK;S_231122_104454; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.11.23;10:45:06;LC-Start;LCB;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.11.23;10:45:06;Manual;SK;S_231122_104506; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.11.23;10:45:07;Fo-Det.;Fo;; 0.0;0;;0.0000;0.1968;;;;;;;;;;;;;;;;;;;;;;
22.11.23;10:45:07;Fm-Det.;SP;F_231122_104507_0; 0.0;0;;0.0000;0.1968;0.4083;;0.1980;0.518;;;0.000;0.485;0.000;0.000;0.000;0.994;0.988;0.485;1.000;0.005;0.067;;;;;
22.11.23;10:45:18;Pm.-Det.;SP;F_231122_104518_0; 0.0;0;;0.0000;0.1890;0.3763;;0.2092;0.444;;;0.000;0.512;0.043;0.085;0.114;0.892;0.806;0.512;0.922;0.073;0.109;0.332;0.668;0.000;0.000;
22.11.23;10:45:52;P.+F. SP;SP;F_231122_104552_0; 0.0;40;;0.0000;0.1353;0.2103;;0.1479;0.297;;;4.987;0.362;0.341;0.942;0.646;0.833;0.762;0.362;0.515;0.025;0.101;0.697;0.231;0.073;11.703;
22.11.23;10:46:22;P.+F. SP;SP;F_231122_104622_0; 0.0;49;;0.0000;0.1397;0.2210;;0.1527;0.309;;;6.363;0.374;0.317;0.847;0.616;0.841;0.769;0.374;0.541;0.016;0.092;0.698;0.144;0.158;14.360;
22.11.23;10:46:52;P.+F. SP;SP;F_231122_104652_0; 0.0;62;;0.0000;0.1457;0.2364;;0.1594;0.326;;;8.481;0.390;0.284;0.727;0.571;0.849;0.776;0.390;0.579;0.011;0.091;0.739;0.097;0.164;19.235;
22.11.23;10:47:22;P.+F. SP;SP;F_231122_104722_0; 0.0;86;;0.0000;0.1491;0.2455;;0.1638;0.333;;;12.020;0.401;0.266;0.663;0.544;0.848;0.772;0.401;0.601;-0.002;0.071;0.671;0.000;0.329;24.225;
22.11.23;10:47:52;P.+F. SP;SP;F_231122_104752_0; 0.0;112;;0.0000;0.1506;0.2495;;0.1663;0.334;;;15.689;0.407;0.259;0.636;0.532;0.841;0.762;0.407;0.611;0.023;0.097;0.683;0.208;0.109;32.136;
22.11.23;10:48:22;P.+F. SP;SP;F_231122_104822_0; 0.0;141;;0.0000;0.1499;0.2477;;0.1638;0.339;;;20.053;0.401;0.260;0.648;0.538;0.858;0.785;0.401;0.607;0.030;0.094;0.589;0.279;0.131;34.891;
22.11.23;10:49:12;P.+F. SP;SP;F_231122_104912_0; 0.0;183;;0.0000;0.1529;0.2559;;0.1716;0.329;;;25.316;0.420;0.250;0.595;0.513;0.818;0.729;0.420;0.627;0.021;0.097;0.696;0.197;0.106;53.517;
22.11.23;10:50:02;P.+F. SP;SP;F_231122_105002_0; 0.0;237;;0.0000;0.1510;0.2507;;0.1730;0.310;;;30.855;0.424;0.266;0.629;0.529;0.780;0.681;0.424;0.614;0.029;0.095;0.611;0.266;0.123;60.822;
22.11.23;10:50:52;P.+F. SP;SP;F_231122_105052_0; 0.0;306;;0.0000;0.1463;0.2379;;0.1693;0.288;;;37.063;0.415;0.297;0.716;0.567;0.749;0.647;0.415;0.583;0.025;0.086;0.562;0.233;0.205;72.208;
22.11.23;10:51:42;P.+F. SP;SP;F_231122_105142_0; 0.0;391;;0.0000;0.1395;0.2205;;0.1656;0.249;;;40.885;0.406;0.345;0.851;0.617;0.678;0.571;0.406;0.540;0.034;0.088;0.498;0.312;0.190;81.775;
22.11.23;10:52:32;P.+F. SP;SP;F_231122_105232_0; 0.0;603;;0.0000;0.1217;0.1792;;0.1480;0.174;;;44.093;0.362;0.463;1.279;0.728;0.543;0.447;0.362;0.439;0.042;0.092;0.458;0.385;0.157;116.009;
22.11.23;10:53:22;P.+F. SP;SP;F_231122_105322_0; 0.0;756;;0.0000;0.1148;0.1645;;0.1409;0.144;;;45.644;0.345;0.511;1.481;0.765;0.476;0.388;0.345;0.403;0.055;0.095;0.367;0.508;0.125;116.466;
22.11.23;10:54:12;P.+F. SP;SP;F_231122_105412_0; 0.0;928;;0.0000;0.1091;0.1530;;0.1356;0.114;;;44.347;0.332;0.554;1.668;0.792;0.396;0.319;0.332;0.375;0.080;0.118;0.347;0.739;-0.086;135.221;
22.11.23;10:55:02;P.+F. SP;SP;F_231122_105502_0; 0.0;1144;;0.0000;0.1044;0.1440;;0.1308;0.091;;;43.895;0.320;0.588;1.836;0.813;0.332;0.265;0.320;0.353;0.066;0.101;0.327;0.602;0.070;157.261;
22.11.23;10:55:52;P.+F. SP;SP;F_231122_105552_0; 0.0;1420;;0.0000;0.1005;0.1366;;0.1272;0.069;;;41.198;0.312;0.619;1.988;0.829;0.261;0.206;0.312;0.335;0.057;0.077;0.184;0.526;0.291;109.575;
22.11.23;10:57:52;P.+F. SP;SP;F_231122_105752_0; 0.0;34;;0.0000;0.1677;0.3003;;0.1914;0.363;;;5.177;0.469;0.169;0.360;0.373;0.821;0.719;0.469;0.736;0.000;0.081;0.740;0.003;0.257;10.566;
22.11.23;10:57:57;LC-Stop;LCE;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
