"Date";"Time";"Action";"ID";"Name";"Temp";"PAR";"F(I)/Fo calc";"F(I)";"Fo,Fo'";"Fm,Fm'";"FMTm";"F";"Y(II)";"Y(4S)";"k/ocs";"ETR(II)";"Y(NO)";"Y(NPQ)";"NPQ";"qN";"qP";"qL";"F/Fm";"Fm'/Fm";"P700ox";"P700m,P700m'";"Y(I)";"Y(ND)";"Y(NA)";"ETR(I)";
22.11.23;11:40:32;New Report;NR;MR1;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.11.23;11:40:46;P700-Cal.;SK;S_231122_114046; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.11.23;11:41:00;LC-Start;LCB;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.11.23;11:41:00;Manual;SK;S_231122_114100; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
22.11.23;11:41:01;Fo-Det.;Fo;; 0.0;0;;0.0000;0.1942;;;;;;;;;;;;;;;;;;;;;;
22.11.23;11:41:03;Fm-Det.;SP;F_231122_114103_0; 0.0;0;;0.0000;0.1942;0.3466;;0.1962;0.440;;;0.000;0.566;0.000;0.000;0.000;0.987;0.977;0.566;1.000;0.008;0.049;;;;;
22.11.23;11:41:11;Pm.-Det.;SP;F_231122_114111_0; 0.0;0;;0.0000;0.1887;0.3294;;0.1998;0.393;;;0.000;0.576;0.030;0.052;0.077;0.921;0.870;0.576;0.950;0.056;0.072;0.216;0.784;-0.000;0.000;
22.11.23;11:41:45;P.+F. SP;SP;F_231122_114145_0; 0.0;40;;0.0000;0.1463;0.2188;;0.1609;0.265;;;4.448;0.464;0.271;0.584;0.524;0.799;0.727;0.464;0.631;0.014;0.054;0.558;0.198;0.244;9.374;
22.11.23;11:42:15;P.+F. SP;SP;F_231122_114215_0; 0.0;49;;0.0000;0.1461;0.2182;;0.1609;0.263;;;5.407;0.464;0.273;0.588;0.526;0.794;0.721;0.464;0.630;0.018;0.062;0.622;0.249;0.129;12.802;
22.11.23;11:42:45;P.+F. SP;SP;F_231122_114245_0; 0.0;62;;0.0000;0.1495;0.2260;;0.1658;0.266;;;6.935;0.478;0.255;0.534;0.498;0.787;0.709;0.478;0.652;0.020;0.068;0.668;0.282;0.050;17.394;
22.11.23;11:43:15;P.+F. SP;SP;F_231122_114315_0; 0.0;86;;0.0000;0.1516;0.2309;;0.1694;0.266;;;9.625;0.489;0.245;0.501;0.480;0.776;0.695;0.489;0.666;0.016;0.057;0.565;0.228;0.207;20.410;
